Question Type,No. of students attended the question,Time Taken ,Number of times MCQ option change,No. of Times compilation,No. of Hints used,Programming Language,Feedback,Correct,Wrong,Partially Correct,Maximum mark,Difficulty
3,3763556,7536,0,0,0,0,2,2822667,940889,0,44,EASY
3,4306259,8255,0,0,0,0,2,3229694.25,1076564.75,0,36,EASY
3,5455782,3264,0,0,0,0,1,4091836.5,1363945.5,0,100,MEDIUM
3,2580616,2215,0,0,0,0,2,1935462,645154,0,19,EASY
3,4850289,5346,0,0,0,0,1,3637716.75,1212572.25,0,24,MEDIUM
3,6114049,2796,0,0,0,0,0,4585536.75,1528512.25,0,23,HARD
3,5639734,2990,0,0,0,0,1,4229800.5,1409933.5,0,53,MEDIUM
3,3048242,3745,0,0,0,0,2,2286181.5,762060.5,0,18,EASY
3,1585414,8861,0,0,0,0,1,1189060.5,396353.5,0,12,MEDIUM
3,5948671,3110,0,0,0,0,1,4461503.25,1487167.75,0,48,MEDIUM
3,1735862,2734,0,0,0,0,2,1301896.5,433965.5,0,70,EASY
3,2977489,8203,0,0,0,0,1,2233116.75,744372.25,0,65,MEDIUM
3,3654926,553,0,0,0,0,1,2741194.5,913731.5,0,86,MEDIUM
3,4243523,8394,0,0,0,0,1,3182642.25,1060880.75,0,63,MEDIUM
3,4173597,5916,0,0,0,0,0,3130197.75,1043399.25,0,52,HARD
3,1924265,471,0,0,0,0,2,1443198.75,481066.25,0,100,EASY
3,6537819,785,0,0,0,0,0,4903364.25,1634454.75,0,54,HARD
3,3316410,3144,0,0,0,0,1,2487307.5,829102.5,0,71,MEDIUM
3,2756123,6417,0,0,0,0,2,2067092.25,689030.75,0,91,EASY
3,3439769,7155,0,0,0,0,1,2579826.75,859942.25,0,41,MEDIUM
3,2025793,829,0,0,0,0,1,1519344.75,506448.25,0,42,MEDIUM
3,4671669,6570,0,0,0,0,0,3503751.75,1167917.25,0,35,HARD
3,105122,5156,0,0,0,0,0,78841.5,26280.5,0,35,HARD
3,3127213,8774,0,0,0,0,0,2345409.75,781803.25,0,12,HARD
3,6619732,2176,0,0,0,0,2,4964799,1654933,0,77,EASY
3,950235,4490,0,0,0,0,2,712676.25,237558.75,0,25,EASY
3,5899429,5325,0,0,0,0,1,4424571.75,1474857.25,0,58,MEDIUM
3,4430718,7111,0,0,0,0,2,3323038.5,1107679.5,0,73,EASY
3,3985994,7038,0,0,0,0,0,2989495.5,996498.5,0,68,HARD
3,1411459,7758,0,0,0,0,2,1058594.25,352864.75,0,28,EASY
3,5883389,578,0,0,0,0,2,4412541.75,1470847.25,0,54,EASY
3,4969569,1979,0,0,0,0,2,3727176.75,1242392.25,0,19,EASY
3,3223875,4578,0,0,0,0,0,2417906.25,805968.75,0,95,HARD
3,1456562,6140,0,0,0,0,1,1092421.5,364140.5,0,27,MEDIUM
3,3984169,7608,0,0,0,0,0,2988126.75,996042.25,0,100,HARD
3,3247877,2344,0,0,0,0,2,2435907.75,811969.25,0,96,EASY
3,2215871,1955,0,0,0,0,1,1661903.25,553967.75,0,50,MEDIUM
3,2197721,6512,0,0,0,0,2,1648290.75,549430.25,0,40,EASY
3,5496326,3520,0,0,0,0,0,4122244.5,1374081.5,0,27,HARD
3,1518989,8971,0,0,0,0,0,1139241.75,379747.25,0,63,HARD
3,5236931,1766,0,0,0,0,1,3927698.25,1309232.75,0,74,MEDIUM
3,3090488,8731,0,0,0,0,2,2317866,772622,0,99,EASY
3,416174,2135,0,0,0,0,0,312130.5,104043.5,0,47,HARD
3,1385849,6189,0,0,0,0,1,1039386.75,346462.25,0,33,MEDIUM
3,3110275,8454,0,0,0,0,2,2332706.25,777568.75,0,44,EASY
3,688428,4416,0,0,0,0,0,516321,172107,0,84,HARD
3,2027469,7601,0,0,0,0,1,1520601.75,506867.25,0,96,MEDIUM
3,4937643,6966,0,0,0,0,1,3703232.25,1234410.75,0,85,MEDIUM
3,6007460,4320,0,0,0,0,0,4505595,1501865,0,55,HARD
3,1179532,5034,0,0,0,0,0,884649,294883,0,24,HARD
3,4222710,1728,0,0,0,0,0,3167032.5,1055677.5,0,70,HARD
3,818490,738,0,0,0,0,1,613867.5,204622.5,0,68,MEDIUM
3,3421793,4147,0,0,0,0,1,2566344.75,855448.25,0,14,MEDIUM
3,662544,1652,0,0,0,0,0,496908,165636,0,91,HARD
3,6632275,7739,0,0,0,0,1,4974206.25,1658068.75,0,53,MEDIUM
3,4072474,3274,0,0,0,0,1,3054355.5,1018118.5,0,60,MEDIUM
3,1616300,8574,0,0,0,0,1,1212225,404075,0,37,MEDIUM
3,5407656,7943,0,0,0,0,2,4055742,1351914,0,42,EASY
3,1187951,1437,0,0,0,0,2,890963.25,296987.75,0,67,EASY
3,1491667,5100,0,0,0,0,1,1118750.25,372916.75,0,21,MEDIUM
3,6536484,2704,0,0,0,0,2,4902363,1634121,0,55,EASY
3,1354417,1271,0,0,0,0,1,1015812.75,338604.25,0,20,MEDIUM
3,464458,6587,0,0,0,0,2,348343.5,116114.5,0,60,EASY
3,2857397,8604,0,0,0,0,2,2143047.75,714349.25,0,15,EASY
3,6017453,951,0,0,0,0,1,4513089.75,1504363.25,0,71,MEDIUM
3,4723286,3370,0,0,0,0,2,3542464.5,1180821.5,0,82,EASY
3,5649614,5970,0,0,0,0,1,4237210.5,1412403.5,0,78,MEDIUM
3,1136184,4258,0,0,0,0,2,852138,284046,0,67,EASY
3,6559360,337,0,0,0,0,0,4919520,1639840,0,84,HARD
3,4224017,2612,0,0,0,0,1,3168012.75,1056004.25,0,73,MEDIUM
3,6174103,3554,0,0,0,0,2,4630577.25,1543525.75,0,60,EASY
3,3957184,1207,0,0,0,0,2,2967888,989296,0,38,EASY
3,1145676,5707,0,0,0,0,0,859257,286419,0,79,HARD
3,35885,3362,0,0,0,0,1,26913.75,8971.25,0,67,MEDIUM
3,4167177,4624,0,0,0,0,1,3125382.75,1041794.25,0,19,MEDIUM
3,4801169,2766,0,0,0,0,1,3600876.75,1200292.25,0,100,MEDIUM
3,2629092,3403,0,0,0,0,2,1971819,657273,0,35,EASY
3,2042254,4516,0,0,0,0,1,1531690.5,510563.5,0,31,MEDIUM
3,176311,4208,0,0,0,0,2,132233.25,44077.75,0,18,EASY
3,409687,310,0,0,0,0,1,307265.25,102421.75,0,81,MEDIUM
3,2916831,975,0,0,0,0,2,2187623.25,729207.75,0,31,EASY
3,4760072,861,0,0,0,0,0,3570054,1190018,0,32,HARD
3,4972840,679,0,0,0,0,0,3729630,1243210,0,71,HARD
3,1827299,5880,0,0,0,0,0,1370474.25,456824.75,0,29,HARD
3,3130762,3621,0,0,0,0,1,2348071.5,782690.5,0,50,MEDIUM
3,239201,3516,0,0,0,0,2,179400.75,59800.25,0,74,EASY
3,911544,799,0,0,0,0,0,683658,227886,0,88,HARD
3,3497555,7154,0,0,0,0,1,2623166.25,874388.75,0,63,MEDIUM
3,6832886,7328,0,0,0,0,2,5124664.5,1708221.5,0,99,EASY
3,757738,5539,0,0,0,0,1,568303.5,189434.5,0,20,MEDIUM
3,2899552,1848,0,0,0,0,2,2174664,724888,0,86,EASY
3,193922,8193,0,0,0,0,0,145441.5,48480.5,0,42,HARD
3,5242707,3008,0,0,0,0,0,3932030.25,1310676.75,0,70,HARD
3,2297662,7085,0,0,0,0,2,1723246.5,574415.5,0,59,EASY
3,3806488,288,0,0,0,0,0,2854866,951622,0,12,HARD
3,2469114,5767,0,0,0,0,1,1851835.5,617278.5,0,76,MEDIUM
3,1872481,336,0,0,0,0,2,1404360.75,468120.25,0,67,EASY
3,1078974,3428,0,0,0,0,0,809230.5,269743.5,0,62,HARD
3,6489650,3034,0,0,0,0,2,4867237.5,1622412.5,0,16,EASY
3,4515334,607,0,0,0,0,2,3386500.5,1128833.5,0,68,EASY
3,1513584,7472,0,0,0,0,2,1135188,378396,0,68,EASY
3,6466313,3419,0,0,0,0,0,4849734.75,1616578.25,0,84,HARD
3,4961476,4744,0,0,0,0,0,3721107,1240369,0,51,HARD
3,1691154,4215,0,0,0,0,1,1268365.5,422788.5,0,46,MEDIUM
3,706097,4267,0,0,0,0,2,529572.75,176524.25,0,95,EASY
3,1965073,8384,0,0,0,0,0,1473804.75,491268.25,0,79,HARD
3,4996157,1555,0,0,0,0,1,3747117.75,1249039.25,0,24,MEDIUM
3,6915083,3929,0,0,0,0,0,5186312.25,1728770.75,0,59,HARD
3,605883,8868,0,0,0,0,0,454412.25,151470.75,0,18,HARD
3,620702,5317,0,0,0,0,0,465526.5,155175.5,0,24,HARD
3,1143633,5458,0,0,0,0,2,857724.75,285908.25,0,83,EASY
3,6837784,2156,0,0,0,0,1,5128338,1709446,0,39,MEDIUM
3,1104789,2141,0,0,0,0,1,828591.75,276197.25,0,50,MEDIUM
3,388574,5935,0,0,0,0,0,291430.5,97143.5,0,70,HARD
3,4891517,5458,0,0,0,0,0,3668637.75,1222879.25,0,38,HARD
3,417576,2797,0,0,0,0,1,313182,104394,0,65,MEDIUM
3,127246,5904,0,0,0,0,1,95434.5,31811.5,0,77,MEDIUM
3,3349636,5631,0,0,0,0,2,2512227,837409,0,24,EASY
3,4703299,286,0,0,0,0,0,3527474.25,1175824.75,0,19,HARD
3,369118,150,0,0,0,0,1,276838.5,92279.5,0,76,MEDIUM
3,5346161,2556,0,0,0,0,2,4009620.75,1336540.25,0,20,EASY
3,3721320,7251,0,0,0,0,0,2790990,930330,0,90,HARD
3,5365885,924,0,0,0,0,2,4024413.75,1341471.25,0,44,EASY
3,6612996,2287,0,0,0,0,0,4959747,1653249,0,86,HARD
3,726435,7605,0,0,0,0,2,544826.25,181608.75,0,25,EASY
3,3701705,1400,0,0,0,0,2,2776278.75,925426.25,0,75,EASY
3,2659101,7767,0,0,0,0,0,1994325.75,664775.25,0,99,HARD
3,3116937,1414,0,0,0,0,0,2337702.75,779234.25,0,78,HARD
3,356785,5057,0,0,0,0,2,267588.75,89196.25,0,12,EASY
3,3182333,7807,0,0,0,0,0,2386749.75,795583.25,0,67,HARD
3,70537,8815,0,0,0,0,0,52902.75,17634.25,0,18,HARD
3,5071076,3324,0,0,0,0,2,3803307,1267769,0,70,EASY
3,2042915,3470,0,0,0,0,1,1532186.25,510728.75,0,49,MEDIUM
3,101373,1013,0,0,0,0,2,76029.75,25343.25,0,89,EASY
3,958362,4669,0,0,0,0,2,718771.5,239590.5,0,28,EASY
3,5287974,232,0,0,0,0,0,3965980.5,1321993.5,0,22,HARD
3,3569454,5684,0,0,0,0,0,2677090.5,892363.5,0,49,HARD
3,2170373,3462,0,0,0,0,1,1627779.75,542593.25,0,11,MEDIUM
3,1998736,5541,0,0,0,0,1,1499052,499684,0,13,MEDIUM
3,6042141,6497,0,0,0,0,2,4531605.75,1510535.25,0,56,EASY
3,368719,451,0,0,0,0,1,276539.25,92179.75,0,59,MEDIUM
3,5317474,488,0,0,0,0,2,3988105.5,1329368.5,0,53,EASY
3,1180870,782,0,0,0,0,2,885652.5,295217.5,0,11,EASY
3,1104520,3295,0,0,0,0,1,828390,276130,0,16,MEDIUM
3,6728630,4841,0,0,0,0,0,5046472.5,1682157.5,0,98,HARD
3,2524118,3626,0,0,0,0,0,1893088.5,631029.5,0,40,HARD
3,4020951,4384,0,0,0,0,0,3015713.25,1005237.75,0,17,HARD
3,3902321,6147,0,0,0,0,0,2926740.75,975580.25,0,33,HARD
3,2387173,5079,0,0,0,0,1,1790379.75,596793.25,0,37,MEDIUM
3,4704097,6263,0,0,0,0,0,3528072.75,1176024.25,0,50,HARD
3,3564851,3225,0,0,0,0,1,2673638.25,891212.75,0,49,MEDIUM
3,5509359,6246,0,0,0,0,1,4132019.25,1377339.75,0,43,MEDIUM
3,2930566,8701,0,0,0,0,2,2197924.5,732641.5,0,85,EASY
3,722377,4966,0,0,0,0,0,541782.75,180594.25,0,79,HARD
3,2852410,8388,0,0,0,0,1,2139307.5,713102.5,0,41,MEDIUM
3,2212339,8876,0,0,0,0,1,1659254.25,553084.75,0,42,MEDIUM
3,3273926,4399,0,0,0,0,2,2455444.5,818481.5,0,64,EASY
3,4598935,5953,0,0,0,0,2,3449201.25,1149733.75,0,52,EASY
3,561567,1283,0,0,0,0,1,421175.25,140391.75,0,75,MEDIUM
3,2344251,2126,0,0,0,0,1,1758188.25,586062.75,0,45,MEDIUM
3,5310202,7457,0,0,0,0,0,3982651.5,1327550.5,0,24,HARD
3,4157972,8983,0,0,0,0,0,3118479,1039493,0,68,HARD
3,2613770,1835,0,0,0,0,0,1960327.5,653442.5,0,10,HARD
3,171187,7097,0,0,0,0,1,128390.25,42796.75,0,64,MEDIUM
3,1570512,2800,0,0,0,0,2,1177884,392628,0,73,EASY
3,279086,1443,0,0,0,0,2,209314.5,69771.5,0,21,EASY
3,1705706,6195,0,0,0,0,0,1279279.5,426426.5,0,22,HARD
3,3441161,6852,0,0,0,0,0,2580870.75,860290.25,0,10,HARD
3,2200557,4380,0,0,0,0,1,1650417.75,550139.25,0,35,MEDIUM
3,2328683,1553,0,0,0,0,0,1746512.25,582170.75,0,49,HARD
3,5643048,1467,0,0,0,0,1,4232286,1410762,0,69,MEDIUM
3,4676892,8029,0,0,0,0,2,3507669,1169223,0,87,EASY
3,2431359,6391,0,0,0,0,2,1823519.25,607839.75,0,30,EASY
3,835475,1881,0,0,0,0,1,626606.25,208868.75,0,58,MEDIUM
3,5024221,5934,0,0,0,0,1,3768165.75,1256055.25,0,10,MEDIUM
3,4282737,3734,0,0,0,0,2,3212052.75,1070684.25,0,24,EASY
3,1869778,3636,0,0,0,0,0,1402333.5,467444.5,0,47,HARD
3,3309115,1355,0,0,0,0,2,2481836.25,827278.75,0,21,EASY
3,967722,8376,0,0,0,0,1,725791.5,241930.5,0,75,MEDIUM
3,230994,4497,0,0,0,0,1,173245.5,57748.5,0,22,MEDIUM
3,1013110,3112,0,0,0,0,1,759832.5,253277.5,0,32,MEDIUM
3,2452639,7451,0,0,0,0,1,1839479.25,613159.75,0,59,MEDIUM
3,2003811,3494,0,0,0,0,2,1502858.25,500952.75,0,99,EASY
3,1852824,7517,0,0,0,0,0,1389618,463206,0,35,HARD
3,5148475,5836,0,0,0,0,1,3861356.25,1287118.75,0,32,MEDIUM
3,4780314,1222,0,0,0,0,0,3585235.5,1195078.5,0,64,HARD
3,4414301,4941,0,0,0,0,0,3310725.75,1103575.25,0,34,HARD
3,2110405,1131,0,0,0,0,1,1582803.75,527601.25,0,84,MEDIUM
3,6061949,7494,0,0,0,0,0,4546461.75,1515487.25,0,31,HARD
3,5531061,8810,0,0,0,0,0,4148295.75,1382765.25,0,47,HARD
3,6318868,2868,0,0,0,0,2,4739151,1579717,0,69,EASY
3,6803636,3227,0,0,0,0,1,5102727,1700909,0,70,MEDIUM
3,224659,7404,0,0,0,0,1,168494.25,56164.75,0,27,MEDIUM
3,3394628,6208,0,0,0,0,1,2545971,848657,0,43,MEDIUM
3,3841186,7837,0,0,0,0,2,2880889.5,960296.5,0,14,EASY
3,390445,5558,0,0,0,0,0,292833.75,97611.25,0,70,HARD
3,742273,4850,0,0,0,0,2,556704.75,185568.25,0,19,EASY
3,623245,538,0,0,0,0,2,467433.75,155811.25,0,54,EASY
3,4931434,8328,0,0,0,0,0,3698575.5,1232858.5,0,68,HARD
3,5550874,1814,0,0,0,0,1,4163155.5,1387718.5,0,60,MEDIUM
3,1395074,3143,0,0,0,0,2,1046305.5,348768.5,0,48,EASY
3,4649676,3273,0,0,0,0,0,3487257,1162419,0,53,HARD
3,2901746,2911,0,0,0,0,0,2176309.5,725436.5,0,41,HARD
3,6218823,4227,0,0,0,0,2,4664117.25,1554705.75,0,73,EASY
3,3211337,1714,0,0,0,0,2,2408502.75,802834.25,0,58,EASY
3,4206851,5815,0,0,0,0,2,3155138.25,1051712.75,0,77,EASY
3,3165221,7041,0,0,0,0,2,2373915.75,791305.25,0,86,EASY
3,2699993,4036,0,0,0,0,2,2024994.75,674998.25,0,92,EASY
3,4866705,7214,0,0,0,0,0,3650028.75,1216676.25,0,78,HARD
3,1069772,796,0,0,0,0,1,802329,267443,0,87,MEDIUM
3,5035856,8304,0,0,0,0,2,3776892,1258964,0,63,EASY
3,2119830,5821,0,0,0,0,1,1589872.5,529957.5,0,81,MEDIUM
3,6448911,1363,0,0,0,0,0,4836683.25,1612227.75,0,56,HARD
3,6413828,4301,0,0,0,0,2,4810371,1603457,0,27,EASY
3,3766270,3327,0,0,0,0,0,2824702.5,941567.5,0,95,HARD
3,3216313,6223,0,0,0,0,1,2412234.75,804078.25,0,56,MEDIUM
3,2154501,5840,0,0,0,0,2,1615875.75,538625.25,0,54,EASY
3,5605120,5991,0,0,0,0,1,4203840,1401280,0,76,MEDIUM
3,5840211,6974,0,0,0,0,2,4380158.25,1460052.75,0,81,EASY
3,6127152,8513,0,0,0,0,0,4595364,1531788,0,40,HARD
3,4975815,7976,0,0,0,0,0,3731861.25,1243953.75,0,37,HARD
3,6340883,6258,0,0,0,0,0,4755662.25,1585220.75,0,12,HARD
3,6199023,6645,0,0,0,0,0,4649267.25,1549755.75,0,35,HARD
3,2052385,3184,0,0,0,0,2,1539288.75,513096.25,0,61,EASY
3,3954567,1596,0,0,0,0,2,2965925.25,988641.75,0,78,EASY
3,6476401,4396,0,0,0,0,1,4857300.75,1619100.25,0,83,MEDIUM
3,6629586,1361,0,0,0,0,0,4972189.5,1657396.5,0,15,HARD
3,5170414,2079,0,0,0,0,0,3877810.5,1292603.5,0,75,HARD
3,1966400,7290,0,0,0,0,0,1474800,491600,0,66,HARD
3,4514192,1747,0,0,0,0,1,3385644,1128548,0,80,MEDIUM
3,4361036,5614,0,0,0,0,0,3270777,1090259,0,86,HARD
3,1811465,7397,0,0,0,0,2,1358598.75,452866.25,0,77,EASY
3,3225901,2653,0,0,0,0,2,2419425.75,806475.25,0,65,EASY
3,4883674,8040,0,0,0,0,0,3662755.5,1220918.5,0,31,HARD
3,2817495,7859,0,0,0,0,1,2113121.25,704373.75,0,93,MEDIUM
3,2802322,2963,0,0,0,0,2,2101741.5,700580.5,0,28,EASY
3,584518,6151,0,0,0,0,2,438388.5,146129.5,0,96,EASY
3,5312398,2851,0,0,0,0,2,3984298.5,1328099.5,0,22,EASY
3,2148030,6967,0,0,0,0,1,1611022.5,537007.5,0,15,MEDIUM
3,3648436,6151,0,0,0,0,2,2736327,912109,0,82,EASY
3,4322702,859,0,0,0,0,1,3242026.5,1080675.5,0,55,MEDIUM
3,2467687,1737,0,0,0,0,2,1850765.25,616921.75,0,40,EASY
3,6548569,3856,0,0,0,0,2,4911426.75,1637142.25,0,75,EASY
3,4970961,5047,0,0,0,0,2,3728220.75,1242740.25,0,22,EASY
3,6786020,5131,0,0,0,0,1,5089515,1696505,0,84,MEDIUM
3,869712,5107,0,0,0,0,0,652284,217428,0,32,HARD
3,1742338,4608,0,0,0,0,2,1306753.5,435584.5,0,44,EASY
3,3091053,2253,0,0,0,0,2,2318289.75,772763.25,0,35,EASY
3,2113794,4366,0,0,0,0,2,1585345.5,528448.5,0,74,EASY
3,1031297,2998,0,0,0,0,2,773472.75,257824.25,0,27,EASY
3,2519400,1502,0,0,0,0,2,1889550,629850,0,42,EASY
3,2471781,8452,0,0,0,0,2,1853835.75,617945.25,0,11,EASY
3,356801,4688,0,0,0,0,2,267600.75,89200.25,0,12,EASY
3,2560480,5536,0,0,0,0,1,1920360,640120,0,55,MEDIUM
3,1186131,5941,0,0,0,0,0,889598.25,296532.75,0,99,HARD
3,1699622,5835,0,0,0,0,1,1274716.5,424905.5,0,64,MEDIUM
3,2836084,3851,0,0,0,0,0,2127063,709021,0,66,HARD
3,2394702,7752,0,0,0,0,1,1796026.5,598675.5,0,58,MEDIUM
3,1037809,6112,0,0,0,0,2,778356.75,259452.25,0,39,EASY
3,4639151,1576,0,0,0,0,2,3479363.25,1159787.75,0,58,EASY
3,1095746,6277,0,0,0,0,1,821809.5,273936.5,0,74,MEDIUM
3,6963521,7136,0,0,0,0,2,5222640.75,1740880.25,0,38,EASY
3,2339963,6966,0,0,0,0,0,1754972.25,584990.75,0,22,HARD
3,2572190,4081,0,0,0,0,1,1929142.5,643047.5,0,65,MEDIUM
3,1372373,828,0,0,0,0,0,1029279.75,343093.25,0,51,HARD
3,5724740,6947,0,0,0,0,1,4293555,1431185,0,74,MEDIUM
3,4866905,5561,0,0,0,0,1,3650178.75,1216726.25,0,87,MEDIUM
3,5768493,7977,0,0,0,0,2,4326369.75,1442123.25,0,11,EASY
3,2756394,6566,0,0,0,0,2,2067295.5,689098.5,0,83,EASY
3,5055664,5917,0,0,0,0,2,3791748,1263916,0,100,EASY
3,1330326,3388,0,0,0,0,0,997744.5,332581.5,0,55,HARD
3,3004923,7482,0,0,0,0,2,2253692.25,751230.75,0,99,EASY
3,5292205,4136,0,0,0,0,0,3969153.75,1323051.25,0,42,HARD
3,97091,8798,0,0,0,0,2,72818.25,24272.75,0,13,EASY
3,4343525,1124,0,0,0,0,1,3257643.75,1085881.25,0,83,MEDIUM
3,1923819,1401,0,0,0,0,1,1442864.25,480954.75,0,42,MEDIUM
3,4416517,1844,0,0,0,0,0,3312387.75,1104129.25,0,40,HARD
3,563952,263,0,0,0,0,2,422964,140988,0,69,EASY
3,5599991,5181,0,0,0,0,0,4199993.25,1399997.75,0,93,HARD
3,5953976,2166,0,0,0,0,0,4465482,1488494,0,73,HARD
3,261651,5249,0,0,0,0,1,196238.25,65412.75,0,94,MEDIUM
3,3166129,7984,0,0,0,0,1,2374596.75,791532.25,0,83,MEDIUM
3,6506278,306,0,0,0,0,2,4879708.5,1626569.5,0,22,EASY
3,1143109,3799,0,0,0,0,2,857331.75,285777.25,0,60,EASY
3,5475769,2333,0,0,0,0,1,4106826.75,1368942.25,0,95,MEDIUM
3,5600135,4312,0,0,0,0,1,4200101.25,1400033.75,0,85,MEDIUM
3,3759205,2228,0,0,0,0,2,2819403.75,939801.25,0,71,EASY
3,3436289,3102,0,0,0,0,1,2577216.75,859072.25,0,19,MEDIUM
3,4687213,6824,0,0,0,0,0,3515409.75,1171803.25,0,68,HARD
3,1230781,1922,0,0,0,0,1,923085.75,307695.25,0,67,MEDIUM
3,1188216,1675,0,0,0,0,2,891162,297054,0,92,EASY
3,4498039,6142,0,0,0,0,2,3373529.25,1124509.75,0,98,EASY
3,391234,7421,0,0,0,0,0,293425.5,97808.5,0,61,HARD
3,1096434,2451,0,0,0,0,1,822325.5,274108.5,0,32,MEDIUM
3,6157707,2444,0,0,0,0,0,4618280.25,1539426.75,0,62,HARD
3,4654712,6587,0,0,0,0,0,3491034,1163678,0,91,HARD
3,2059207,6850,0,0,0,0,1,1544405.25,514801.75,0,92,MEDIUM
3,1209453,233,0,0,0,0,1,907089.75,302363.25,0,59,MEDIUM
3,1960746,1620,0,0,0,0,0,1470559.5,490186.5,0,21,HARD
3,936263,8323,0,0,0,0,2,702197.25,234065.75,0,46,EASY
3,1878542,2732,0,0,0,0,1,1408906.5,469635.5,0,95,MEDIUM
3,1138586,6084,0,0,0,0,0,853939.5,284646.5,0,15,HARD
3,3424402,4289,0,0,0,0,0,2568301.5,856100.5,0,81,HARD
3,1090178,6428,0,0,0,0,2,817633.5,272544.5,0,20,EASY
3,6764848,6458,0,0,0,0,2,5073636,1691212,0,79,EASY
3,6181192,1895,0,0,0,0,0,4635894,1545298,0,99,HARD
3,6177069,8185,0,0,0,0,0,4632801.75,1544267.25,0,20,HARD
3,6010630,1169,0,0,0,0,2,4507972.5,1502657.5,0,26,EASY
3,6316887,8812,0,0,0,0,0,4737665.25,1579221.75,0,26,HARD
3,1154006,5307,0,0,0,0,2,865504.5,288501.5,0,23,EASY
3,6957970,6104,0,0,0,0,0,5218477.5,1739492.5,0,87,HARD
3,3894057,3218,0,0,0,0,2,2920542.75,973514.25,0,27,EASY
3,3563506,7945,0,0,0,0,2,2672629.5,890876.5,0,50,EASY
3,6660251,3688,0,0,0,0,0,4995188.25,1665062.75,0,16,HARD
3,5665052,7343,0,0,0,0,1,4248789,1416263,0,79,MEDIUM
3,2362920,218,0,0,0,0,2,1772190,590730,0,16,EASY
3,640896,811,0,0,0,0,1,480672,160224,0,43,MEDIUM
3,2090143,4125,0,0,0,0,2,1567607.25,522535.75,0,52,EASY
3,6612523,7898,0,0,0,0,2,4959392.25,1653130.75,0,89,EASY
3,1348222,3951,0,0,0,0,2,1011166.5,337055.5,0,59,EASY
3,516355,7883,0,0,0,0,0,387266.25,129088.75,0,39,HARD
3,6233686,8571,0,0,0,0,1,4675264.5,1558421.5,0,24,MEDIUM
3,6669331,1813,0,0,0,0,1,5001998.25,1667332.75,0,13,MEDIUM
3,2658632,259,0,0,0,0,1,1993974,664658,0,60,MEDIUM
3,5253867,3246,0,0,0,0,2,3940400.25,1313466.75,0,19,EASY
3,5346532,7178,0,0,0,0,2,4009899,1336633,0,15,EASY
3,665566,3759,0,0,0,0,1,499174.5,166391.5,0,90,MEDIUM
3,2970448,4088,0,0,0,0,2,2227836,742612,0,11,EASY
3,5260584,8227,0,0,0,0,1,3945438,1315146,0,85,MEDIUM
3,2805496,8438,0,0,0,0,2,2104122,701374,0,45,EASY
3,3133210,7742,0,0,0,0,2,2349907.5,783302.5,0,15,EASY
3,5445891,6879,0,0,0,0,1,4084418.25,1361472.75,0,19,MEDIUM
3,5183227,2591,0,0,0,0,0,3887420.25,1295806.75,0,82,HARD
3,1776431,4272,0,0,0,0,1,1332323.25,444107.75,0,63,MEDIUM
3,5437884,8945,0,0,0,0,2,4078413,1359471,0,58,EASY
3,3022746,275,0,0,0,0,2,2267059.5,755686.5,0,22,EASY
3,2617159,7643,0,0,0,0,2,1962869.25,654289.75,0,59,EASY
3,6094403,2938,0,0,0,0,1,4570802.25,1523600.75,0,13,MEDIUM
3,6203171,3056,0,0,0,0,2,4652378.25,1550792.75,0,26,EASY
3,2743203,3280,0,0,0,0,0,2057402.25,685800.75,0,41,HARD
3,202380,1926,0,0,0,0,0,151785,50595,0,19,HARD
3,5520068,681,0,0,0,0,2,4140051,1380017,0,90,EASY
3,5984471,4251,0,0,0,0,0,4488353.25,1496117.75,0,73,HARD
3,5476884,4693,0,0,0,0,2,4107663,1369221,0,85,EASY
3,2367579,5716,0,0,0,0,1,1775684.25,591894.75,0,64,MEDIUM
3,6747358,2888,0,0,0,0,0,5060518.5,1686839.5,0,50,HARD
3,1869157,6210,0,0,0,0,0,1401867.75,467289.25,0,77,HARD
3,1260341,7783,0,0,0,0,0,945255.75,315085.25,0,77,HARD
3,6329173,8436,0,0,0,0,2,4746879.75,1582293.25,0,46,EASY
3,5847651,671,0,0,0,0,1,4385738.25,1461912.75,0,68,MEDIUM
3,1198989,3891,0,0,0,0,1,899241.75,299747.25,0,76,MEDIUM
3,635845,8292,0,0,0,0,0,476883.75,158961.25,0,83,HARD
3,3676194,474,0,0,0,0,2,2757145.5,919048.5,0,37,EASY
3,984063,4957,0,0,0,0,2,738047.25,246015.75,0,41,EASY
3,3822518,766,0,0,0,0,0,2866888.5,955629.5,0,92,HARD
3,3170519,3653,0,0,0,0,0,2377889.25,792629.75,0,18,HARD
3,4527666,6495,0,0,0,0,1,3395749.5,1131916.5,0,74,MEDIUM
3,4520810,314,0,0,0,0,2,3390607.5,1130202.5,0,87,EASY
3,1651503,2408,0,0,0,0,0,1238627.25,412875.75,0,36,HARD
3,5736642,5922,0,0,0,0,1,4302481.5,1434160.5,0,64,MEDIUM
3,2496819,6706,0,0,0,0,1,1872614.25,624204.75,0,37,MEDIUM
3,867881,6094,0,0,0,0,2,650910.75,216970.25,0,100,EASY
3,3610697,5313,0,0,0,0,0,2708022.75,902674.25,0,16,HARD
3,5913035,542,0,0,0,0,2,4434776.25,1478258.75,0,93,EASY
3,6524107,1223,0,0,0,0,0,4893080.25,1631026.75,0,68,HARD
